100,0,0,0,0,0,0,0,0,0
100,100,100,100,100,80,30,0,0,0
100,100,100,100,100,100,60,30,0,0
100,100,100,100,100,100,80,40,10,0
100,100,100,100,100,100,90,50,20,0
100,100,100,100,100,100,100,50,20,0
100,100,100,100,100,100,100,50,20,0
100,100,100,100,100,100,100,50,20,0
100,100,100,100,100,100,100,50,20,0
100,100,100,100,100,100,100,50,20,0
100,0,0,0,0,0,0,0,0,0
100,100,100,100,90,10,0,0,0,0
100,100,100,100,100,100,40,0,0,0
100,100,100,100,100,100,70,30,0,0
100,100,100,100,100,100,100,50,10,0
100,100,100,100,100,100,100,60,20,0
100,100,100,100,100,100,100,60,20,0
100,100,100,100,100,100,100,60,20,0
100,100,100,100,100,100,100,60,20,0
100,100,100,100,100,100,100,60,20,0
100,0,0,0,0,0,0,0,0,0
100,100,100,100,60,0,0,0,0,0
100,100,100,100,100,80,30,0,0,0
100,100,100,100,100,100,70,20,0,0
100,100,100,100,100,100,100,50,10,0
100,100,100,100,100,100,100,60,30,0
100,100,100,100,100,100,100,60,30,0
100,100,100,100,100,100,100,60,30,0
100,100,100,100,100,100,100,60,30,0
100,100,100,100,100,100,100,60,30,0
100,0,0,0,0,0,0,0,0,0
100,100,100,100,30,0,0,0,0,0
100,100,100,100,100,80,20,0,0,0
100,100,100,100,100,100,70,20,0,0
100,100,100,100,100,100,100,50,10,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,0,0,0,0,0,0,0,0,0
100,100,100,100,10,0,0,0,0,0
100,100,100,100,100,70,10,0,0,0
100,100,100,100,100,100,60,20,0,0
100,100,100,100,100,100,100,50,10,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
100,100,100,100,100,100,100,70,30,0
